OBJECTID,ClassName,ClassValue,ORIG_FID,B2,B3,B4,B8,CMRI,EVI,GNDVI,NDVI,NDWI,SAVI,VV,GLCM_Mean,GLCM_Homogeinity,GLCM_Entropy,GLCM_Correlation
235,Sparse_Mangrove,6,304,0.0294,0.051800001,0.032600001,0.265199989,1.454247236,0.468838155,0.673186123,0.781061113,0.22748816,0.437327623,-10.55324173,20.87857056,0.455058098,6.541557789,0.939872742
236,Sparse_Mangrove,6,305,0.0254,0.051800001,0.035300002,0.242599994,1.394049525,0.410040349,0.648097813,0.745951772,0.189437419,0.399730027,-8.162979126,24.80714226,0.534707308,6.650829792,0.959573567
237,Sparse_Mangrove,6,306,0.033399999,0.054900002,0.032299999,0.267800003,1.444484353,0.48612833,0.659745872,0.784738421,0.259174347,0.44150731,-5.941285133,34.92142868,0.634523928,5.868048668,0.986532032
238,Sparse_Mangrove,6,307,0.034600001,0.0568,0.034200002,0.275000006,1.436408997,0.493159682,0.657625079,0.778783977,0.248351634,0.446366787,-10.43806839,15.64999962,1.143109202,2.963027,0.987020493
239,Sparse_Mangrove,6,308,0.024499999,0.0462,0.036600001,0.240799993,1.414169908,0.399874657,0.67804879,0.736121118,0.115942009,0.394005656,-8.379283905,28.29285622,0.536626518,6.656368732,0.967422485
240,Sparse_Mangrove,6,309,0.044799998,0.071599998,0.073600002,0.255199999,1.114122987,0.333627254,0.561811507,0.55231142,-0.013774132,0.328667939,-7.398692131,27.26428604,0.524863005,6.663118362,0.968696713
241,Sparse_Mangrove,6,310,0.035100002,0.051399998,0.032699998,0.209999993,1.337264538,0.387812227,0.606732965,0.730531514,0.222354352,0.358085364,-7.218503952,35.25714111,0.599396408,5.780522823,0.983736694
242,Sparse_Mangrove,6,311,0.037500001,0.061099999,0.043900002,0.208399996,1.198569298,0.345428586,0.546567738,0.65200156,0.163809493,0.327994138,-5.962423325,38.75714111,1.31515193,2.323163986,0.995246291
243,Sparse_Mangrove,6,312,0.027899999,0.051600002,0.031500001,0.263399988,1.458749175,0.466355592,0.672380924,0.786368251,0.241877258,0.437602192,-8.592333794,27.7857151,0.566512942,6.505410671,0.969764531
244,Sparse_Mangrove,6,313,0.052200001,0.0634,0.043499999,0.234200001,1.260637045,0.431956142,0.57392472,0.686712265,0.186155304,0.367815346,-6.103559494,38.20714188,1.25,2.442846298,0.998504519
245,Sparse_Mangrove,6,314,0.036699999,0.055199999,0.036400001,0.270599991,1.42400825,0.482389271,0.661141813,0.762866437,0.205240145,0.435315967,-5.40159893,38.98571396,1.294285655,2.167351961,0.998666883
246,Sparse_Mangrove,6,315,0.039099999,0.057799999,0.037700001,0.232199997,1.322016597,0.417328238,0.601379335,0.720637262,0.210471183,0.378945321,-6.545936584,35.90000153,0.944347084,4.540058613,0.986637771
247,Sparse_Mangrove,6,316,0.033100002,0.043299999,0.030099999,0.213799998,1.41634357,0.400689274,0.663166106,0.753177524,0.179836512,0.370412678,-7.206906319,36.57143021,1.091428518,3.19588232,0.996293783
248,Sparse_Mangrove,6,317,0.0337,0.0447,0.036200002,0.204600006,1.340731502,0.360121459,0.641395926,0.699335515,0.105067968,0.340982735,-5.325435162,38.74285889,1.197142839,2.682356834,0.998156548
249,Sparse_Mangrove,6,318,0.034000002,0.043699998,0.0308,0.194199994,1.358840942,0.363434166,0.632618725,0.726222217,0.173154354,0.338068962,-7.791195393,25.07857132,0.461129099,7.027925491,0.929244757
250,Sparse_Mangrove,6,319,0.025800001,0.042199999,0.031500001,0.186000004,1.340493798,0.326914936,0.630149007,0.710344851,0.145183161,0.322996527,-7.238341808,34.02142715,0.539644957,6.034566879,0.975596786
251,Sparse_Mangrove,6,320,0.0306,0.043499999,0.0374,0.142199993,1.115021348,0.23041068,0.531502426,0.583518922,0.075401716,0.231312528,-7.560634613,33.72857285,0.574652851,5.263494492,0.985770345
252,Sparse_Mangrove,6,321,0.022299999,0.0339,0.0298,0.147400007,1.289691091,0.253677905,0.6260342,0.66365689,0.064364217,0.260484368,-7.52444458,28.41428566,0.555767894,5.58182621,0.972242415
253,Sparse_Mangrove,6,322,0.043400001,0.055799998,0.041299999,0.216399997,1.269479632,0.384429604,0.590007365,0.679472268,0.149330586,0.346641153,-6.603931427,30.92142868,0.410278112,7.024900913,0.952955186
254,Mudflat,4,329,0.076200001,0.090999998,0.103600003,0.145600006,0.399308592,0.087814674,0.230769262,0.16853933,-0.064748228,0.084089704,-11.96656227,14.14999962,0.978571415,4.179365635,0.979133248
255,Mudflat,4,330,0.053399999,0.064800002,0.058200002,0.119400002,0.641011536,0.143245012,0.296416938,0.344594598,0.053658534,0.135478154,-8.175822258,25.8571434,0.446668595,7.060349941,0.948915184
256,Mudflat,4,331,0.054900002,0.07,0.0623,0.126800001,0.629707277,0.148092031,0.288617879,0.341089368,0.058201056,0.140400529,-7.466959,25.10000038,0.316495597,7.950840473,0.889923096
257,Mudflat,4,332,0.055199999,0.069799997,0.070900001,0.140000001,0.662247837,0.150034741,0.334604412,0.327643424,-0.00781808,0.145801097,-8.389268875,25.32857132,0.350586623,7.673844337,0.942897677
258,Mudflat,4,333,0.082999997,0.093400002,0.099399999,0.129600003,0.294209599,0.068418674,0.162331849,0.13187775,-0.031120317,0.062139928,-9.627903938,16.13571358,0.593513012,5.916289806,0.948981166
259,Mudflat,4,334,0.0568,0.070600003,0.071000002,0.130199999,0.591047287,0.130950272,0.296812713,0.294234574,-0.002824854,0.126640037,-9.54741478,18.51428604,0.722598016,5.756276608,0.945001185
260,Mudflat,4,335,0.057,0.074600004,0.073600002,0.138799995,0.607811391,0.14138259,0.300843447,0.306967974,0.006747652,0.137282416,-9.490296364,21.67142868,0.631181896,5.614526749,0.963652432
261,Mudflat,4,336,0.064999998,0.090800002,0.087399997,0.183599994,0.693173945,0.197050378,0.338192403,0.354981542,0.019079717,0.187159523,-8.408052444,21.24285698,0.473903596,6.861768246,0.941380143
262,Mudflat,4,337,0.077200003,0.090000004,0.0977,0.123000003,0.269564837,0.055963553,0.154929578,0.114635266,-0.041022889,0.052657146,-7.418596268,24.34285736,0.341103166,7.119123936,0.801665545
263,Mudflat,4,338,0.091399997,0.108000003,0.115800001,0.123400003,0.098324008,0.016774084,0.066551425,0.031772584,-0.034852538,0.015422082,-9.429426193,15.60714245,0.779763281,4.942077637,0.953132868
264,Mudflat,4,339,0.057399999,0.071999997,0.068000004,0.165399998,0.810738146,0.213054493,0.393428832,0.417309314,0.02857138,0.199209154,-10.44492626,16.97142792,1.003767252,4.365899086,0.963580608
265,Mudflat,4,340,0.077500001,0.100500003,0.098800004,0.150999993,0.409762323,0.112253211,0.200795189,0.208967134,0.008529849,0.104427829,-9.465364456,17.75,0.539815664,6.290709496,0.937624395
266,Mudflat,4,341,0.080399998,0.098999999,0.101800002,0.138999999,0.322552264,0.081095211,0.168067232,0.154485032,-0.013944237,0.075323969,-9.581834793,20.37142944,0.414867699,7.146213055,0.874723196
267,Mudflat,4,342,0.082999997,0.099200003,0.096000001,0.117600001,0.185994431,0.05041546,0.084870838,0.101123594,0.016393453,0.045403589,-11.16106987,17.79285622,0.520053029,6.523108959,0.913339019
268,Mudflat,4,343,0.121200003,0.140400007,0.139599994,0.148399994,0.058256339,0.020427113,0.027700784,0.030555557,0.002857191,0.016751269,-14.88242722,12.12857151,1.828571439,-0.103177197,0.997674406
269,Mudflat,4,344,0.078900002,0.108599998,0.114399999,0.128399998,0.141204923,0.02861698,0.083544306,0.057660621,-0.026008975,0.028271403,-10.72570896,18.4285717,0.574683011,5.996414661,0.952727854
270,Mudflat,4,345,0.082199998,0.106799997,0.115599997,0.119999997,0.076876782,0.009188873,0.05820106,0.018675722,-0.039568346,0.008972268,-9.925795555,20.61428642,0.571916819,6.629511833,0.950395167
271,Mudflat,4,346,0.089199997,0.095700003,0.102799997,0.138600007,0.331400216,0.082382202,0.183098599,0.148301616,-0.03576823,0.072430559,-10.20751381,17.60000038,0.695320666,5.856020927,0.94966501
272,Mudflat,4,347,0.060400002,0.074900001,0.077799998,0.148399994,0.641266763,0.151867136,0.329153568,0.312113166,-0.018991467,0.145827591,-9.308480263,25.99285698,0.528452039,6.407599449,0.969406426
273,Mudflat,4,348,0.106200002,0.122000001,0.122599997,0.139599994,0.132114261,0.039399274,0.067278259,0.064835995,-0.002452965,0.033455782,-7.511277199,23.6071434,0.351088017,7.466605663,0.822240829
274,Mudflat,4,349,0.071999997,0.081200004,0.085199997,0.149800003,0.571863353,0.144067809,0.296969682,0.274893641,-0.024038421,0.131836742,-9.318000793,24.86428642,0.306658655,7.943171501,0.868520617
275,Mudflat,4,350,0.077799998,0.083300002,0.086999997,0.146799996,0.531741142,0.137749925,0.275966942,0.25577417,-0.02172634,0.122240394,-9.587106705,17.37857056,0.811893821,4.676399231,0.909067571
276,Mudflat,4,351,0.066399999,0.078199998,0.072800003,0.125,0.494217902,0.122673422,0.23031497,0.263902903,0.035761554,0.112209797,-13.01644897,15.37857151,1.146584153,3.317545176,0.787976384
277,Mudflat,4,352,0.093400002,0.102200001,0.101499997,0.129199997,0.236750409,0.066734128,0.116681054,0.120069355,0.003436448,0.056863282,-8.427895546,26.54285622,0.396313906,7.302784443,0.852563441
278,Mudflat,4,358,0.065800004,0.083800003,0.084600002,0.119000003,0.34252876,0.075897984,0.173570007,0.168958738,-0.004750586,0.073337123,-6.678201675,35.52857208,0.936502397,4.298460484,0.990376651
279,Mudflat,4,359,0.0603,0.080700003,0.081299998,0.115800001,0.353664011,0.074912064,0.178625941,0.175038069,-0.003703674,0.074236125,-5.740697861,37.58571243,1.050323486,4.11251545,0.993343532
280,Mudflat,4,360,0.049400002,0.0634,0.0572,0.122000001,0.677680492,0.147985756,0.316073358,0.361607164,0.051409625,0.143109545,-10.33963966,18.60000038,0.914232075,4.684669971,0.917823911
281,Mudflat,4,361,0.064599998,0.0814,0.086000003,0.118000001,0.340413392,0.069595471,0.183550656,0.156862736,-0.027479112,0.068181813,-5.939049721,37.25,0.989056885,4.049446106,0.98438561
282,Mudflat,4,362,0.063699998,0.0854,0.086499996,0.107199997,0.220054224,0.045060735,0.113187939,0.106866293,-0.006399048,0.044759985,-9.077860832,25.09285736,0.478402615,6.92019701,0.907414675
283,Mudflat,4,363,0.055,0.0704,0.066200003,0.177599996,0.889189959,0.239611104,0.43225807,0.456931889,0.03074668,0.224657148,-9.054537773,22.23571396,0.446835935,7.000937462,0.924014449
284,Mudflat,4,364,0.055500001,0.071599998,0.0656,0.133599997,0.643509686,0.153022185,0.302144259,0.341365457,0.04373176,0.145880997,-10.50695038,17.36428642,0.733706892,5.068382263,0.959864855
285,Mudflat,4,366,0.085000001,0.1074,0.110399999,0.135000005,0.214105934,0.053021826,0.113861404,0.100244522,-0.013774099,0.049503636,-12.69346237,12.31428528,1.714285731,0.346384794,0.996244848
286,Mudflat,4,367,0.0911,0.104400001,0.112400003,0.140000001,0.255013078,0.060999863,0.145662844,0.109350227,-0.036900375,0.05502392,-9.580853462,18.65714264,0.65149641,5.98421669,0.774132133
287,Mudflat,4,368,0.048500001,0.063699998,0.07,0.168400005,0.863850355,0.200873733,0.45109868,0.412751675,-0.047120437,0.199891672,-10.57746124,14.90714264,1.478571415,1.366325259,0.995328009
288,Mudflat,4,369,0.103600003,0.131600007,0.122199997,0.152600005,0.184517547,0.068542585,0.073891617,0.110625938,0.037037075,0.058853913,-12.11375999,12.74285698,1.417142868,1.622202396,0.988507748
289,Mudflat,4,370,0.055500001,0.077100001,0.083499998,0.157399997,0.649196982,0.148734048,0.342430681,0.306766301,-0.03985054,0.149615332,-9.148578644,27.41428566,0.324443847,7.76113081,0.91438663
290,Mudflat,4,371,0.0526,0.0766,0.086999997,0.247199997,1.006222129,0.291336298,0.526868403,0.479353696,-0.063569665,0.288060427,-13.0860405,12,2,-1.386294365,1
291,Mudflat,4,372,0.055199999,0.076099999,0.092900001,0.242200002,0.967373371,0.269377887,0.521834731,0.44553864,-0.099408291,0.268171489,-11.76763344,13.27857113,1.412857175,1.615229726,0.992994606
292,Mudflat,4,373,0.070200004,0.093000002,0.103,0.31400001,1.048992753,0.375311285,0.542997539,0.505995214,-0.051020399,0.345147222,-13.29219818,13.24285698,1.211648345,2.650071144,0.979667008
293,Mudflat,4,374,0.068599999,0.086599998,0.108800001,0.253399998,0.889815152,0.259754241,0.490588248,0.399226934,-0.113613121,0.251565754,-13.45257568,13.0714283,1.45837009,1.872642994,0.958453655
294,Mudflat,4,375,0.072800003,0.088,0.128999993,0.246399999,0.786417305,0.199064046,0.473684222,0.312733114,-0.188940063,0.201165199,-15.56731987,12.38571453,1.662857175,0.659505188,0.995179832
295,Mudflat,4,376,0.047200002,0.075800002,0.108199999,0.242200002,0.905690551,0.217900366,0.523270428,0.382420093,-0.176086947,0.236359373,-12.92668915,14.8214283,1.207407951,2.771353722,0.837588131
296,Mudflat,4,377,0.067400001,0.083800003,0.125599995,0.239800006,0.794610858,0.191881195,0.482076645,0.312534243,-0.199617922,0.197943166,-15.68202972,12,2,-1.386294365,1
297,Mudflat,4,378,0.0458,0.072999999,0.104199998,0.234799996,0.910916746,0.215298384,0.525665998,0.385250747,-0.17607224,0.233492255,-12.64093494,12.62857151,1.610145211,1.206305981,0.983621001
298,Mudflat,4,379,0.049800001,0.0704,0.113600001,0.237399995,0.895266652,0.200258806,0.542560101,0.352706552,-0.234782621,0.218213856,-13.37154007,12.14999962,1.850000024,-0.332932025,0.997971594
299,Mudflat,4,380,0.0407,0.0656,0.088100001,0.210199997,0.933612406,0.212932914,0.524292946,0.40931946,-0.146389067,0.229425013,-14.407341,12.14999962,1.850000024,-0.332932025,0.997971594
300,Mudflat,4,381,0.0469,0.0678,0.103200004,0.228200004,0.919079602,0.208939254,0.541891873,0.377187669,-0.207017556,0.225523219,-14.96277618,12.10714245,1.909999967,-0.738136947,0.997375309
301,Mudflat,4,382,0.0297,0.052900001,0.060600001,0.210600004,1.151579261,0.277479738,0.598481953,0.553097367,-0.067841411,0.291753113,-12.14893818,12,2,-1.386294365,1
302,Mudflat,4,383,0.040600002,0.066600002,0.108800001,0.234999999,0.925429285,0.199267358,0.558355451,0.367073864,-0.240592927,0.224342257,-15.45767975,12,2,-1.386294365,1
303,Mudflat,4,384,0.0363,0.064599998,0.095600002,0.227200001,0.964913785,0.215236664,0.557231009,0.407682776,-0.193508133,0.239912495,-13.43182468,12.21428585,1.831092477,-0.209897131,0.993717849
304,Mudflat,4,386,0.0396,0.062799998,0.090400003,0.216600001,0.961540222,0.21580027,0.550465286,0.411074907,-0.180156693,0.234572485,-12.97179413,12.53571415,1.601428628,1.170138478,0.993230462
305,Mudflat,4,387,0.030400001,0.055300001,0.0788,0.205400005,1.021218538,0.21824576,0.575757563,0.445460945,-0.17524235,0.242157623,-15.98538589,12.08571434,1.91428566,-0.682452202,0.998827696
306,Mudflat,4,388,0.019300001,0.046100002,0.058400001,0.210600004,1.206625104,0.268667251,0.640825868,0.565799236,-0.117703341,0.296879053,-12.6385994,15.90714264,0.719931722,5.398097038,0.91026634
307,Mudflat,4,389,0.0189,0.046100002,0.057399999,0.235200003,1.279891491,0.309142113,0.672236025,0.607655525,-0.109178722,0.336487502,-12.14853287,15.11428547,1.003056526,4.174809933,0.944378674
308,Mudflat,4,390,0.0306,0.052000001,0.072999999,0.190200001,1.015891552,0.209480241,0.570602775,0.445288748,-0.167999983,0.23034592,-14.13816833,12.45714283,1.642857194,0.763720036,0.995417893
309,Mudflat,4,391,0.0383,0.058800001,0.0858,0.2042,0.961127579,0.206740007,0.552851677,0.408275872,-0.186721981,0.224810123,-13.71513557,12,2,-1.386294365,1
310,Mudflat,4,392,0.053399999,0.066,0.091700003,0.184200004,0.807688475,0.17336382,0.472422063,0.335266411,-0.162967682,0.178824589,-15.36479568,12,2,-1.386294365,1
311,Mudflat,4,393,0.056499999,0.071500003,0.097199999,0.174799994,0.704701304,0.145400032,0.419407189,0.285294116,-0.152341411,0.150777191,-14.36896515,12,2,-1.386294365,1
312,Mudflat,4,394,0.045600001,0.067599997,0.096299998,0.207800001,0.875733435,0.193093657,0.509077728,0.366655707,-0.175106794,0.207996517,-15.17380524,12,2,-1.386294365,1
313,Mudflat,4,395,0.0458,0.061900001,0.086000003,0.207599998,0.954799712,0.220273882,0.540630817,0.414168924,-0.162947953,0.229838699,-16.9154377,12.08571434,1.922857165,-0.738136947,0.998242557
314,Mudflat,4,396,0.042300001,0.060600001,0.085199997,0.205599993,0.958733499,0.21506913,0.544703186,0.414030254,-0.168724254,0.228376329,-14.58346558,12.02142811,1.978571415,-1.149492145,0.999703526
315,Mudflat,4,397,0.033599999,0.047600001,0.074600004,0.197400004,1.062899113,0.220387653,0.611428559,0.451470584,-0.220949277,0.238601029,-18.22142792,11.16428566,1.435714245,1.306216002,0.991015553
316,Mudflat,4,398,0.051800001,0.069300003,0.077699997,0.122199997,0.498851478,0.092716061,0.27624017,0.222611323,-0.057142809,0.09537077,-9.956888199,15.47857189,1.324285746,2.160903931,0.992828786
317,Mudflat,4,399,0.0572,0.0735,0.076700002,0.128199995,0.522536933,0.111048803,0.271194816,0.251342088,-0.021304941,0.109589994,-11.68576145,16,1.069546938,3.620758533,0.961798489
318,Mudflat,4,400,0.041200001,0.066699997,0.071599998,0.181600004,0.897185922,0.211181089,0.46274671,0.434439212,-0.035430234,0.219065338,-10.00343704,17.3214283,0.758661926,4.929431438,0.971693277
319,Mudflat,4,401,0.089400001,0.102600001,0.100000001,0.131200001,0.257274866,0.073536344,0.122326776,0.13494809,0.012833165,0.064004377,-10.00690269,21.26428604,0.578491926,6.004475117,0.94504565
320,Mudflat,4,402,0.086499996,0.105599999,0.109800003,0.125200003,0.15045394,0.033913232,0.084922023,0.065531909,-0.019498626,0.031428572,-14.9933548,12,2,-1.386294365,1
321,Mudflat,4,403,0.066399999,0.0902,0.098399997,0.127800003,0.302450567,0.060236041,0.172477081,0.129973501,-0.043478247,0.060727086,-10.05818939,14.40714264,1.169999957,3.293796062,0.987702966
322,Mudflat,4,404,0.072400004,0.093999997,0.102799997,0.121399999,0.210166857,0.038905628,0.127205208,0.082961649,-0.044715449,0.038525272,-11.08705711,16.63571358,0.834163845,4.879493713,0.896160901
323,Mudflat,4,405,0.068599999,0.086999997,0.086599998,0.156599998,0.573543251,0.150641307,0.285714298,0.287828952,0.002304144,0.141280949,-8.786751747,26.27142906,0.720117033,5.646853924,0.980339468
324,Mudflat,4,406,0.058200002,0.070299998,0.055300001,0.112599999,0.572548509,0.142127186,0.231273934,0.341274559,0.119426727,0.12868692,-6.45880127,33.69285583,0.435364872,6.642739773,0.971625865
325,Mudflat,4,407,0.074100003,0.0836,0.091899998,0.153600007,0.546433508,0.134217992,0.29510963,0.251323849,-0.047293443,0.124144889,-9.151958466,21.75,0.589915097,6.554001808,0.915316284
326,Mudflat,4,408,0.058800001,0.0638,0.078000002,0.134599999,0.623082459,0.121814728,0.356854826,0.266227633,-0.100141056,0.119141169,-7.985362053,26.91428566,0.428846985,7.350545883,0.937959492
327,Mudflat,4,409,0.064800002,0.0726,0.078100003,0.118799999,0.448083192,0.092382416,0.241379306,0.206703886,-0.036496375,0.087602228,-7.196849823,31.25,0.57682085,5.822501659,0.983132362
328,Mudflat,4,410,0.056400001,0.064599998,0.064000003,0.108800001,0.514161229,0.104692459,0.254901975,0.259259254,0.004665593,0.09988109,-6.806585312,37.27857208,1.202268958,2.929076672,0.998019397
329,Mudflat,4,411,0.060699999,0.076300003,0.077100001,0.155200005,0.677023947,0.167949766,0.34082073,0.336203188,-0.005215115,0.159975424,-6.274176598,34.73571396,0.72750026,5.421917439,0.984780371
330,Mudflat,4,412,0.082000002,0.101499997,0.109399997,0.170399994,0.471414834,0.12584585,0.253401995,0.218012869,-0.037458509,0.117337778,-7.941475868,34.32857132,0.615243971,6.001348019,0.979907513
331,Mudflat,4,413,0.065800004,0.075599998,0.080399998,0.130199999,0.501773357,0.111250117,0.265306115,0.236467242,-0.030769227,0.105122432,-7.936655045,34.87857056,0.608812094,6.105924606,0.976628065
332,Mudflat,4,414,0.057599999,0.070799999,0.060600001,0.042399999,-0.427582443,-0.046714585,-0.2508834,-0.176699057,0.07762555,-0.045273639,-7.071894646,36.1428566,0.6451056,5.543994904,0.986972809
333,Mudflat,4,415,0.056699999,0.073399998,0.057599999,0.0638,-0.01889999,0.015749633,-0.069970839,0.051070847,0.120610684,0.014966207,-7.314533234,34.75714111,0.691789567,5.836804867,0.98770684
334,Mudflat,4,416,0.037999999,0.055,0.056000002,0.200800002,1.133839488,0.289183557,0.569976568,0.56386292,-0.009009027,0.286997885,-10.19209099,24.23571396,0.381351441,7.470518589,0.90325588
335,Mudflat,4,417,0.0678,0.084799998,0.083899997,0.156599998,0.599718571,0.157837614,0.297431648,0.302286923,0.005334916,0.14726536,-9.094144821,31,0.442793339,6.704695225,0.93484354
336,Mudflat,4,418,0.052999999,0.066200003,0.060400002,0.149800003,0.81234622,0.200502381,0.387037039,0.425309211,0.045813594,0.188820049,-6.519968987,37.92856979,1.015333652,3.943442106,0.993622661
337,Mudflat,4,419,0.0484,0.068899997,0.061000001,0.173600003,0.911718488,0.239248693,0.431752592,0.479965895,0.060815983,0.229921043,-7.080858231,37.02857208,1.148571372,2.828286648,0.997587502
338,Mudflat,4,420,0.0678,0.076200001,0.073200002,0.150600001,0.673886836,0.178951263,0.328042328,0.345844507,0.020080311,0.16040343,-5.863470078,39.79285812,1.821428537,-0.056214288,0.999774516
339,Mudflat,4,421,0.051399998,0.069799997,0.068400003,0.140599996,0.68195641,0.154869139,0.336501896,0.345454514,0.010130201,0.152750343,-6.639975548,37.52857208,1.214285731,3.176217794,0.998278677
340,Mudflat,4,422,0.063199997,0.072499998,0.069200002,0.1382,0.644508183,0.15981099,0.311817765,0.332690448,0.023288611,0.146310434,-6.384571075,37.27857208,1.079411745,3.505440712,0.997179985
341,Mudflat,4,423,0.056000002,0.081,0.072999999,0.144199997,0.608447909,0.1531578,0.28063941,0.32780847,0.051948059,0.14891243,-7.014307022,34.87857056,1.076554656,3.740058184,0.995961249
342,Mudflat,4,424,0.0656,0.085000001,0.082199998,0.169599995,0.679386795,0.186624527,0.332285911,0.347100884,0.016746428,0.17438148,-6.227537632,39.22857285,1.39142859,1.767914295,0.998498023
343,Mudflat,4,425,0.066399999,0.0792,0.0691,0.158399999,0.725860775,0.207674414,0.333333343,0.392527461,0.068105191,0.18412371,-7.934571743,30.85000038,0.47745651,6.203656197,0.96027559
344,Mudflat,4,426,0.0836,0.096000001,0.100699998,0.151600003,0.426299721,0.112730347,0.224555746,0.201743975,-0.023894243,0.101488777,-8.609893799,30.56428528,0.512100875,6.456805706,0.973047376
345,Mudflat,4,427,0.082699999,0.104199998,0.099399999,0.154799998,0.413305432,0.122463413,0.1953668,0.217938632,0.023575636,0.110182971,-7.883319378,34.97142792,0.599224865,6.083352089,0.979387105
346,Mudflat,4,428,0.0744,0.088600002,0.090499997,0.155599996,0.538891852,0.142688066,0.274365246,0.264526606,-0.01060857,0.130880579,-8.671442032,28.04285622,0.535368681,6.052807331,0.959990144
347,Mudflat,4,429,0.055199999,0.071099997,0.061999999,0.137999997,0.699942589,0.173357666,0.319942623,0.379999995,0.068369634,0.162857145,-5.950455666,36.17856979,0.655680597,5.655652523,0.986587107
348,Mudflat,4,430,0.0911,0.103399999,0.106200002,0.143199995,0.309750974,0.084309332,0.161394954,0.148356035,-0.013358791,0.074059233,-8.756844521,30.57857132,0.418495774,6.621049404,0.947009087
349,Mudflat,4,431,0.0898,0.101199999,0.104400001,0.146200001,0.348691344,0.09507779,0.18189168,0.166799679,-0.015564212,0.083533175,-8.764468193,28.83571434,0.620464444,5.839993954,0.961099625
350,Mudflat,4,432,0.0748,0.095100001,0.0986,0.153999999,0.455770284,0.116917104,0.236451223,0.219319075,-0.018069178,0.110417217,-8.573616982,30.3214283,0.462839782,6.395347118,0.958172739
351,Mudflat,4,433,0.194399998,0.215599999,0.252000004,0.30219999,0.257827014,0.092537947,0.167246029,0.090580992,-0.077844322,0.071428552,-15.5128994,12.14999962,1.850000024,-0.332932025,0.997971594
352,Mudflat,4,435,0.157800004,0.191400006,0.217600003,0.263000011,0.252035707,0.081943557,0.157570422,0.094465263,-0.064058669,0.069447286,-14.13294029,12.06428528,1.94428575,-0.913628399,0.998529851
353,Mudflat,4,436,0.173199996,0.209399998,0.240199998,0.277399987,0.211557895,0.065511391,0.139687732,0.071870148,-0.068505339,0.054834891,-10.84191895,16.37142944,0.875406981,4.32784462,0.966082335
354,Mudflat,4,437,0.145799994,0.169400007,0.188999996,0.284200013,0.454269886,0.179663345,0.253086418,0.201183468,-0.05468747,0.14673245,-12.61098671,13.14285755,1.279999971,2.357699871,0.988216043
355,Mudflat,4,438,0.097199999,0.124399997,0.133599997,0.237599999,0.592879593,0.198442996,0.312707186,0.280172437,-0.035658915,0.179063365,-9.59308815,20.87857056,0.894279122,4.470628262,0.964273334
356,Mudflat,4,439,0.224999994,0.253199995,0.274199992,0.316799998,0.183660179,0.083562195,0.111578956,0.072081231,-0.03981797,0.058570128,-17.12178802,12,2,-1.386294365,1
357,Mudflat,4,441,0.144999996,0.179000005,0.189999998,0.269800007,0.375871032,0.150873497,0.202317283,0.173553735,-0.029810278,0.124713495,-10.96525288,15.54285717,1.174285769,3.161766291,0.987505853
358,Mudflat,4,442,0.208800003,0.236599997,0.253399998,0.258599997,0.054582741,0.010717227,0.044426493,0.010156248,-0.034285717,0.007707508,1.226609945,46.70714188,0.786494613,2.483048201,0.938503802
359,Mudflat,4,443,0.222800002,0.25999999,0.288399994,0.356000006,0.260747999,0.119400904,0.155844182,0.104903802,-0.051787026,0.088605396,-14.19323444,12.19285679,1.81571424,-0.103177197,0.996838152
360,Mudflat,4,444,0.138400003,0.161799997,0.164800003,0.255400002,0.439964443,0.187779799,0.224352837,0.215611607,-0.009185567,0.147685289,-11.25383759,12.80000019,1.437142849,2.092769623,0.991526902
361,Mudflat,4,445,0.121600002,0.136800006,0.1558,0.287600011,0.652573705,0.251449972,0.355325162,0.297248542,-0.064935043,0.209561184,-12.28812027,19.25,0.564145803,6.391875267,0.819685996
362,Mudflat,4,446,0.231000006,0.263599992,0.28459999,0.348800004,0.240482554,0.121232755,0.139124781,0.101357773,-0.038307186,0.084965609,-15.21325874,12.41428566,1.657142878,0.652307928,0.995569527
363,Mudflat,4,447,0.182400003,0.216000006,0.230199993,0.317999989,0.351171732,0.164888829,0.191011205,0.160160527,-0.031824265,0.125643954,-12.88598442,12.94999981,1.244285703,2.828418493,0.986460328
364,Mudflat,4,448,0.129600003,0.152799994,0.168599993,0.215000004,0.290073037,0.092459776,0.169113681,0.120959364,-0.049159925,0.078768693,-10.99537086,18.8571434,0.55393213,5.810250759,0.943960905
365,Mudflat,4,449,0.111000001,0.139400005,0.152400002,0.226600006,0.434029728,0.141765386,0.238251358,0.19577837,-0.044551048,0.126621172,-9.20836544,18.10000038,0.706534684,5.063166618,0.960891962
366,Mudflat,4,450,0.120200001,0.142399997,0.157600001,0.246999994,0.489577353,0.17310819,0.268618375,0.220958963,-0.050666679,0.14824231,-9.022245407,24.94285774,0.531735897,6.547879696,0.957582474
367,Mudflat,4,451,0.059599999,0.0898,0.081600003,0.299800009,1.111117125,0.406361729,0.539014399,0.572102785,0.047841288,0.37134105,-11.02090263,15.19999981,1.258487344,2.710519314,0.981526494
368,Mudflat,4,452,0.116400003,0.140200004,0.154799998,0.211400002,0.357063204,0.11166352,0.202502832,0.154560357,-0.049491502,0.098014325,-9.824886322,22.70000076,0.393196642,7.012707233,0.887222826
369,Mudflat,4,453,0.123000003,0.150399998,0.170399994,0.238800004,0.394288033,0.127735883,0.227132589,0.167155445,-0.06234413,0.112846479,-7.556497574,29.95000076,0.638725579,5.883281708,0.977433801
