OBJECTID,ClassName,ClassValue,ORIG_FID,B2,B3,B4,B8,CMRI,EVI,GNDVI,NDVI,NDWI,SAVI,VV,GLCM_Mean,GLCM_Homogeinity,GLCM_Entropy,GLCM_Correlation
1,Water,7,1,0.079599999,0.101400003,0.078500003,0.035100002,-0.867756546,-0.119348802,-0.485714287,-0.382042259,0.127292931,-0.10609518,-21.35258484,6.771428585,1.225714326,2.83272934,0.905703008
2,Water,7,2,0.093999997,0.096799999,0.080399998,0.0294,-0.998553753,-0.158031717,-0.534072876,-0.464480847,0.092550799,-0.125450954,-22.65289307,5.900000095,1.642857194,0.964854002,0.975080371
3,Water,7,3,0.089199997,0.098800004,0.070200004,0.0083,-1.633539677,-0.20348455,-0.845004678,-0.788535058,0.169230759,-0.160501301,-22.04132462,6.857142925,1.299999952,2.226094246,0.964075387
4,Water,7,4,0.092200004,0.104199998,0.083400004,0.018100001,-1.347356319,-0.197400257,-0.704006553,-0.643349767,0.110874169,-0.1628429,-21.72128296,7.557142735,1.591428518,1.365160465,0.981809258
5,Water,7,5,0.076800004,0.093400002,0.0726,0.021199999,-1.177991867,-0.145890102,-0.630017459,-0.547974408,0.125301212,-0.1298417,-21.08753204,9.221428871,1.407142878,1.224401355,0.986210346
6,Water,7,6,0.089400001,0.101899996,0.092600003,0.022299999,-1.252738118,-0.193685263,-0.640901744,-0.611836374,0.047814876,-0.17149131,-26.98000908,0.949999988,1.31571424,2.065029144,0.264550269
7,Water,7,7,0.096000001,0.108999997,0.099600002,0.045600001,-0.781991363,-0.146230504,-0.410090536,-0.371900827,0.045062296,-0.125542477,-21.39723206,8.04285717,1.460000038,1.836355209,0.980485678
8,Water,7,8,0.082800001,0.095600002,0.0832,0.032400001,-0.933196366,-0.139468476,-0.493750006,-0.43944636,0.069351234,-0.123781674,-22.24563599,7.550000191,1.578571439,0.996950865,0.985414088
9,Water,7,9,0.086199999,0.099600002,0.088399999,0.022600001,-1.222907305,-0.181467175,-0.630114555,-0.592792749,0.059574485,-0.161538452,-27.79549217,1.557142854,1.196806669,2.698802471,0.384210527
10,Water,7,10,0.0748,0.092500001,0.074000001,0.0123,-1.480215073,-0.172288626,-0.765267193,-0.714947879,0.111111112,-0.157854348,-23.12762642,7.021428585,1.321428537,1.638919592,0.969714105
11,Water,7,11,0.085699998,0.096100003,0.088200003,0.034400001,-0.911622405,-0.146060705,-0.472796947,-0.438825458,0.042864893,-0.129617736,-22.49700928,5.357142925,1.142857194,3.115080595,0.891696751
12,Water,7,12,0.093999997,0.1052,0.097199999,0.047899999,-0.714030862,-0.133084983,-0.374265194,-0.339765698,0.039525699,-0.114633389,-23.13966179,5.57857132,1.081428528,3.086854219,0.886222601
13,Water,7,13,0.080700003,0.091899998,0.087399997,0.032400001,-0.937779069,-0.144501075,-0.478680581,-0.459098458,0.025097612,-0.133107439,-25.67968369,1.95714283,1.95714283,-0.973041058,0.978102207
14,Water,7,14,0.095399998,0.1074,0.092900001,0.0167,-1.426117659,-0.221872821,-0.7308622,-0.695255458,0.072391413,-0.1875,-24.39998627,2.349999905,1.587142825,1.370514035,0.85587585
15,Water,7,15,0.088,0.097800002,0.089400001,0.0272,-1.098247647,-0.172089413,-0.564800024,-0.533447683,0.044871796,-0.151313663,-24.08490372,2.757142782,1.460000038,1.409430027,0.870860934
16,Water,7,16,0.0647,0.077799998,0.0568,0.0288,-0.786765099,-0.079154186,-0.459662288,-0.32710281,0.15601781,-0.071721315,-18.79357529,12.4285717,1.246459961,2.846640587,0.917866945
17,Water,7,17,0.091799997,0.103799999,0.091200002,0.0264,-1.145490408,-0.183030158,-0.594470024,-0.551020443,0.064615369,-0.157383427,-21.77625656,9.050000191,1.450000048,1.370710611,0.986730993
18,Water,7,18,0.096500002,0.1052,0.086000003,0.020400001,-1.291700602,-0.2018089,-0.675159216,-0.616541326,0.100418396,-0.16226913,-27.73571777,0.592857122,1.481428623,1.194126606,0.08421053
19,Water,7,19,0.099600002,0.103799999,0.092200004,0.023800001,-1.216614366,-0.20602411,-0.626959264,-0.589655161,0.05918365,-0.166558444,-24.29912949,2.807142973,1.507142901,1.310871601,0.888529897
20,Water,7,20,0.093800001,0.109800003,0.099600002,0.032400001,-1.053394675,-0.181327581,-0.544303775,-0.5090909,0.048710607,-0.15949367,-21.04925537,7.385714054,1.185714245,3.274171114,0.947526217
21,Water,7,21,0.072300002,0.080399998,0.0504,0.0057,-1.664387226,-0.145916298,-0.867595792,-0.796791434,0.229357779,-0.120571837,-22.92129898,4.807142735,1.295714259,2.367165089,0.921399891
22,Water,7,22,0.0858,0.102600001,0.086000003,0.025599999,-1.141842723,-0.168132737,-0.600624025,-0.541218638,0.088016957,-0.14813605,-23.68585205,4.864285946,1.144285679,3.697053909,0.881948113
23,Water,7,23,0.093999997,0.101899996,0.096000001,0.0416,-0.815557897,-0.149024755,-0.42020905,-0.395348847,0.029813014,-0.127979919,-19.9134903,8.942856789,1.39142859,1.953488469,0.982080102
24,Water,7,24,0.0832,0.094599999,0.067599997,0.0166,-1.307139516,-0.159734398,-0.701438844,-0.605700731,0.166461185,-0.130948305,-25.68810272,2.950000048,1.387142897,2.093436241,0.825439811
25,Water,7,27,0.0902,0.104599997,0.102799997,0.049199998,-0.712839663,-0.135421932,-0.360208064,-0.352631569,0.008678885,-0.123312883,-21.61414146,8.307143211,1.182268858,3.034023523,0.959489107
26,Water,7,28,0.070200004,0.079400003,0.064400002,0.0054,-1.717913747,-0.170461118,-0.872641504,-0.845272183,0.104311541,-0.155317664,-23.55802155,4.91428566,1.185714245,2.872888803,0.899459481
27,Water,7,29,0.085199997,0.102799997,0.096799999,0.060199998,-0.494470716,-0.091317363,-0.261349678,-0.233121023,0.030060107,-0.083561644,-22.87680817,4.557142735,0.983697474,3.646311998,0.81764704
28,Water,7,30,0.093000002,0.107600003,0.099799998,0.024700001,-1.229819059,-0.202753782,-0.626606226,-0.603212833,0.037608512,-0.180384308,-22.04110336,5.07857132,0.965126038,3.888969183,0.837876618
29,Water,7,31,0.079800002,0.085600004,0.078699999,0.040600002,-0.675939798,-0.104178056,-0.35657686,-0.319362909,0.041996378,-0.092281602,-19.10209274,11.34285736,1.262322068,2.587870836,0.9335832
30,Water,7,32,0.093400002,0.101800002,0.103,0.037099998,-0.936181068,-0.172585383,-0.465802759,-0.470378309,-0.005859365,-0.154429004,-20.55742455,7.949999809,1.00999999,3.646845102,0.934353113
31,Water,7,33,0.0814,0.097400002,0.082199998,0.031800002,-0.949845135,-0.137780204,-0.507739902,-0.442105234,0.084632538,-0.123127028,-23.07022858,7.33571434,1.244285703,2.501288652,0.958728552
32,Water,7,34,0.087200001,0.101400003,0.095600002,0.0272,-1.133986115,-0.180608362,-0.576982915,-0.55700326,0.02944163,-0.164739892,-23.34465408,5.66428566,1.289999962,2.925431967,0.934827745
33,Water,7,35,0.091600001,0.102799997,0.096600004,0.045600001,-0.744094551,-0.13589853,-0.385444731,-0.35864979,0.031093245,-0.119121775,-22.42097282,7.42142868,1.321428537,2.591830254,0.967060626
34,Water,7,36,0.097999997,0.104400001,0.102600001,0.035399999,-0.980518758,-0.183406115,-0.493562251,-0.486956537,0.008695656,-0.157993734,-22.64590073,5.42142868,1.181428552,3.222440958,0.889969051
35,Water,7,37,0.094999999,0.102600001,0.104000002,0.057799999,-0.564839482,-0.119158164,-0.279301763,-0.28553772,-0.006776386,-0.104714423,-20.26219559,8.214285851,1.068571448,3.459085703,0.94520545
36,Water,7,38,0.090800002,0.098399997,0.095600002,0.043699998,-0.757517397,-0.138577387,-0.384940177,-0.37257719,0.014432965,-0.121773824,-24.54391098,3.592857122,1.224285722,2.67501545,0.847555101
37,Water,7,39,0.101300001,0.115599997,0.114799999,0.060199998,-0.627130866,-0.137983322,-0.31513083,-0.312000006,0.003472216,-0.121333338,-25.03593445,2.978571415,1.378571391,1.809834242,0.860366702
38,Water,7,41,0.093000002,0.108599998,0.110200003,0.0638,-0.526527464,-0.112895384,-0.259860784,-0.266666681,-0.007312636,-0.103264101,-24.13082504,3.007142782,1.421428561,1.361376762,0.884779513
39,Water,7,42,0.0832,0.095399998,0.095100001,0.045200001,-0.712707639,-0.125781402,-0.35704124,-0.355666429,0.001574791,-0.116898328,-22.34867096,7.614285946,1.342857122,2.662674427,0.96945107
40,Water,7,43,0.0858,0.099399999,0.098800004,0.063600004,-0.436380625,-0.086879253,-0.219631866,-0.216748759,0.003027221,-0.079710141,-24.84673309,5.050000191,1.155714273,2.555216312,0.877210736
41,Water,7,48,0.092200004,0.108000003,0.107600003,0.0605,-0.562089503,-0.1160556,-0.281899124,-0.280190378,0.001855284,-0.105747648,-24.93729401,2.907142878,1.309999943,1.948977709,0.807965875
42,Water,7,49,0.081200004,0.104400001,0.094800003,0.047400001,-0.708827376,-0.117652901,-0.375494063,-0.333333343,0.048192762,-0.110713176,-26.32597351,0.871428549,1.442857146,1.33533442,0.360655725
43,Water,7,50,0.084200002,0.092200004,0.065899998,0.041200001,-0.612934411,-0.076698542,-0.382308841,-0.230625555,0.166350439,-0.061027829,-22.67598343,8.935714722,1.252857089,2.47362709,0.968788147
44,Water,7,51,0.081,0.096600004,0.069399998,0.0284,-0.964822888,-0.122417286,-0.545599997,-0.419222891,0.163855463,-0.102877207,-21.53733063,7.364285946,1.347142816,2.20010376,0.959105909
45,Water,7,52,0.071800001,0.0788,0.061799999,0.0253,-0.932987452,-0.106401585,-0.51392889,-0.419058561,0.120910391,-0.093254983,-19.28754807,10,2,-1.386294365,1
46,Water,7,53,0.087499999,0.100599997,0.104800001,0.0726,-0.343173534,-0.077022441,-0.161662802,-0.181510717,-0.020447927,-0.071302041,-21.14955902,9.592857361,1.621428609,0.60127157,0.991829813
47,Water,7,54,0.0792,0.0911,0.072700001,0.0307,-0.90208447,-0.120288692,-0.495894909,-0.406189561,0.112332106,-0.104408354,-21.15816498,9.350000381,1.478571415,1.305848718,0.986270368
48,Water,7,55,0.085500002,0.101899996,0.089000002,0.034699999,-0.930912554,-0.146369085,-0.491947293,-0.438965261,0.06757462,-0.130591631,-20.49516296,10,2,-1.386294365,1
49,Water,7,56,0.093800001,0.102200001,0.099100001,0.034200002,-0.985405445,-0.175348535,-0.498533726,-0.486871719,0.015399902,-0.153718621,-22.51992798,7.407142639,1.392857194,1.917082906,0.975311756
50,Water,7,60,0.0594,0.0726,0.0568,0.0458,-0.333563805,-0.029221123,-0.226351351,-0.107212476,0.122102,-0.027381347,-18.5656414,12.05000019,1.157864451,2.925671101,0.849851608
51,Water,7,61,0.093199998,0.107199997,0.115000002,0.0792,-0.334560633,-0.083629236,-0.150214583,-0.18434605,-0.035103533,-0.077355236,-23.07438278,6.257143021,1.251428604,3.085818052,0.940771341
52,Water,7,62,0.0858,0.109200001,0.112599999,0.0858,-0.25508064,-0.059933804,-0.120000005,-0.135080636,-0.015329116,-0.057560135,-23.490448,5.285714149,0.936806738,4.260141373,0.83012259
53,Water,7,63,0.094700001,0.111000001,0.116999999,0.095399998,-0.177276328,-0.049671162,-0.075581409,-0.101694919,-0.026315777,-0.045480069,-24.00292587,5.135714054,0.96714288,4.016693592,0.848400533
54,Water,7,64,0.089900002,0.111199997,0.093699999,0.034899998,-0.97947681,-0.159289166,-0.522245049,-0.45723173,0.08540751,-0.140311807,-24.24480057,4.992856979,1.144285679,3.217403889,0.872877002
55,Water,7,65,0.100400001,0.117600001,0.121200003,0.082800001,-0.361887991,-0.090823084,-0.173652694,-0.188235298,-0.015075382,-0.081818186,-20.05133438,9.32857132,1.454285741,1.497044683,0.980309904
56,Water,7,66,0.092699997,0.108800001,0.1074,0.031599998,-1.095181346,-0.193219468,-0.549857557,-0.54532373,0.006475492,-0.177934274,-22.46301651,6.728571415,1.097983241,3.680124998,0.927985966
57,Water,7,67,0.089400001,0.100199997,0.099299997,0.034899998,-0.963226438,-0.167673409,-0.483345687,-0.47988078,0.00451128,-0.152317882,-22.66055107,6.157142639,0.932268918,4.150516033,0.865295291
58,Water,7,68,0.104800001,0.116400003,0.105999999,0.024900001,-1.267115235,-0.231740773,-0.647558391,-0.619556904,0.046762612,-0.192819774,-21.54441643,7.107142925,1.127142906,3.090717316,0.949527681
59,Water,7,69,0.087800004,0.111599997,0.114600003,0.075000003,-0.405002207,-0.089665793,-0.196141452,-0.208860755,-0.013262627,-0.086136892,-28.50098801,0.25,1.79285717,0.118185908,0.171428576
60,Water,7,71,0.074600004,0.0854,0.0744,0.0436,-0.58504796,-0.082751215,-0.324030995,-0.261016935,0.068836041,-0.074757278,-20.62427139,11.78571415,1.327623487,2.726651192,0.912063539
61,Water,7,72,0.0911,0.108800001,0.107600003,0.073799998,-0.378004402,-0.081551909,-0.191675812,-0.18632859,0.005545277,-0.074405648,-19.24375916,9.87142849,1.871428609,-0.440732509,0.99736768
62,Water,7,73,0.084700003,0.099600002,0.088399999,0.035300002,-0.905913711,-0.142672896,-0.476649374,-0.429264337,0.059574485,-0.127705619,-21.78433609,8.857142448,1.385714293,1.279393315,0.984532356
63,Water,7,74,0.068099998,0.081,0.071800001,0.032200001,-0.811864614,-0.103964292,-0.431095392,-0.380769223,0.06020942,-0.098344371,-19.53718948,10.19285679,1.824285746,-0.15345116,0.994664133
64,Water,7,75,0.092500001,0.107199997,0.098200001,0.0143,-1.510386825,-0.230557844,-0.764609039,-0.745777786,0.043816924,-0.205469385,-23.26033401,6.099999905,1.248571396,2.740140676,0.942419827
65,Water,7,76,0.096600004,0.114799999,0.108999997,0.0374,-0.997612417,-0.185127735,-0.508541405,-0.489071041,0.025916003,-0.166150987,-22.60288239,6.857142925,1.402857184,2.057110071,0.967608929
66,Water,7,79,0.062799998,0.083999999,0.0579,0.020500001,-1.084696293,-0.104247965,-0.607655466,-0.477040797,0.183932334,-0.096991703,-20.80244064,9.82857132,1.828571439,-0.232355535,0.996462286
67,Water,7,80,0.109200001,0.120399997,0.1184,0.037799999,-1.038128972,-0.216853216,-0.522123873,-0.516005158,0.008375195,-0.184242606,-19.245121,10.14999962,1.512857199,1.384368896,0.989971161
68,Water,7,81,0.051399998,0.063199997,0.049800001,0.0504,-0.106688015,0.001556498,-0.112676032,0.005988014,0.118584037,0.001499498,-10.51747513,19.43571472,0.476980001,6.791140556,0.845896661
69,Water,7,82,0.081,0.108000003,0.114,0.085199997,-0.262590796,-0.061978143,-0.118012451,-0.144578338,-0.027027015,-0.061784904,-31.44071388,0,2,-1.386294365,0
70,Water,7,83,0.0748,0.096100003,0.084799998,0.038199998,-0.809986174,-0.118154161,-0.431124389,-0.378861785,0.062465478,-0.112199038,-20.21389961,9.728571892,1.728571415,0.15933466,0.994292557
71,Water,7,84,0.084399998,0.105400003,0.096299998,0.0341,-0.988104999,-0.158851773,-0.51111114,-0.476993859,0.045116533,-0.148001269,-23.10873032,7.564285755,0.998571455,3.900174618,0.921682537
72,Water,7,85,0.108599998,0.1228,0.119999997,0.047400001,-0.876699924,-0.190471187,-0.443008214,-0.43369174,0.011532136,-0.163170502,-21.62063217,7.16428566,1.153697491,3.177402496,0.929939628
73,Water,7,86,0.089599997,0.117200002,0.115800001,0.07,-0.498638362,-0.104776718,-0.252136767,-0.24650161,0.006008589,-0.100174978,-25.07849312,3.478571415,1.132857084,3.178304434,0.770356834
74,Water,7,88,0.084399998,0.110399999,0.115599997,0.076200001,-0.388702035,-0.086646721,-0.183279738,-0.205422297,-0.023008844,-0.085429311,-20.79473114,7.907142639,0.99420166,3.924003363,0.913652539
75,Water,7,89,0.0999,0.118600003,0.119000003,0.064400002,-0.593884766,-0.132633731,-0.296174854,-0.297709912,-0.001683499,-0.119841963,-24.66681671,3.907142878,1.070000052,3.215294123,0.792862713
76,Mudflat,4,90,0.181600004,0.224999994,0.259799987,0.296600014,0.203409493,0.06160444,0.137269974,0.066139519,-0.071782164,0.052252974,-17.42307663,12.12857151,1.888571382,-0.563626945,0.997094691
77,Mudflat,4,91,0.236000001,0.271200001,0.296600014,0.342000008,0.186552897,0.083974533,0.115459889,0.071093,-0.044734083,0.059810285,-15.78576756,12.39285755,1.721428514,0.582512617,0.996387243
78,Mudflat,4,92,0.189799994,0.218600005,0.250800014,0.323599994,0.320396364,0.129546538,0.193655461,0.126740918,-0.068598226,0.101638094,-14.99315262,12.74285698,1.471531987,1.421020031,0.976391494
79,Mudflat,4,93,0.201000005,0.238000005,0.259799987,0.316799998,0.240888536,0.104159079,0.142033145,0.098855384,-0.04379265,0.0794167,-15.7662735,12.20714283,1.807142854,-0.056502301,0.997417986
80,Mudflat,4,94,0.116599999,0.143999994,0.161400005,0.200000003,0.26959759,0.074580722,0.162790731,0.106806852,-0.056974497,0.067216158,-18.523983,11.35000038,1.281428576,2.27972436,0.98478049
81,Mudflat,4,95,0.287400007,0.310400009,0.328399986,0.350400001,0.092942834,0.047198184,0.060532674,0.03241016,-0.028177798,0.02799459,-20.52236557,10.6785717,1.453361392,1.354380488,0.979225576
82,Mudflat,4,96,0.269199997,0.305999994,0.316799998,0.357600003,0.138255924,0.082297899,0.077757701,0.060498226,-0.017341048,0.052111723,-18.22022247,12.80714321,1.030163646,4.12496376,0.928588629
83,Mudflat,4,97,0.269600004,0.291999996,0.313199997,0.34799999,0.140131563,0.072187178,0.087499991,0.052631568,-0.035029743,0.044953488,-18.26704788,10.17142868,1.828571439,-0.232355535,0.996696055
84,Mudflat,4,98,0.291999996,0.314399987,0.336400002,0.357199997,0.093716882,0.043859635,0.063728422,0.029988458,-0.033804573,0.026139403,-20.76162338,8.935714722,1.369288921,2.042546034,0.937594593
85,Mudflat,4,99,0.312400013,0.336400002,0.354400009,0.377200007,0.088339463,0.049112525,0.057174895,0.031164568,-0.026056755,0.027768753,-19.30641937,10.04285717,1.95714283,-0.973041058,0.999150872
86,Mudflat,4,100,0.295399994,0.324400008,0.340799987,0.369199991,0.104590528,0.059240729,0.064590521,0.040000007,-0.02465421,0.035206616,-22.19626236,8.37142849,0.805546224,4.854716301,0.891724408
87,Mudflat,4,101,0.266400009,0.297600001,0.315200001,0.364800006,0.174390465,0.09856917,0.101449281,0.072941184,-0.028720627,0.063050851,-16.35723877,13.52142811,1.298146367,2.790096283,0.889013052
88,Mudflat,4,102,0.287400007,0.316799998,0.334399998,0.374799997,0.140829101,0.082401894,0.083863504,0.056965593,-0.027027028,0.050115779,-16.40792465,12.14285755,1.705714345,0.718873322,0.995564103
89,Mudflat,4,103,0.261799991,0.285400003,0.303000003,0.330000013,0.115127243,0.056986086,0.072473206,0.042654045,-0.029911624,0.035745822,-17.45565033,11.27857113,1.464285731,1.202210665,0.991637886
90,Mudflat,4,104,0.316399992,0.337599993,0.354400009,0.381599993,0.098135591,0.059911851,0.06117909,0.0369565,-0.02427748,0.033009689,-21.44730759,10.22142887,1.538571477,1.752337813,0.987694383
91,Mudflat,4,105,0.2042,0.2324,0.264600009,0.32280001,0.261904925,0.105518892,0.162824228,0.099080697,-0.064788751,0.080283247,-14.36824799,13.74285698,1.209551215,2.966393948,0.935346067
92,Mudflat,4,106,0.286199987,0.321999997,0.342799991,0.389200002,0.157876194,0.089265116,0.094488196,0.06338799,-0.031287599,0.056493521,-17.18597031,12.02142811,1.978571415,-1.149492145,0.999703526
93,Mudflat,4,107,0.273600012,0.306800008,0.327199996,0.374000013,0.165450156,0.091036454,0.098707408,0.066742748,-0.032176636,0.058441579,-15.76484489,12.38571453,1.564015388,1.636320233,0.980281174
94,Mudflat,4,108,0.317600012,0.341600001,0.363200009,0.393599987,0.110898137,0.063822597,0.070729032,0.040169105,-0.030647002,0.036282595,-19.30488968,10.91428566,1.428571463,1.348557234,0.990485251
95,Mudflat,4,109,0.298599988,0.328799993,0.350400001,0.372799993,0.093687236,0.045318425,0.062713794,0.03097344,-0.031802133,0.027468923,-19.69027519,10.94999981,1.350000024,1.287725925,0.989247322
96,Mudflat,4,110,0.272000015,0.3046,0.319599986,0.357199997,0.135035768,0.076125719,0.079480201,0.055555571,-0.024030738,0.047926594,-19.96563721,10.41428566,1.728571415,0.626717865,0.99502486
97,Mudflat,4,112,0.1998,0.229800001,0.261400014,0.290800005,0.17041406,0.054016296,0.117172502,0.053241562,-0.064332269,0.041912172,-14.61420059,14.23571396,0.812148452,5.433330059,0.917759538
98,Mudflat,4,113,0.309599996,0.342000008,0.359600008,0.40079999,0.133341894,0.083306335,0.079159908,0.054181986,-0.025085518,0.049032032,-16.6210556,11.03571415,1.452857137,1.57553041,0.990815043
99,Mudflat,4,114,0.294200003,0.329600006,0.345600009,0.384799987,0.130936801,0.07828097,0.07726761,0.053669192,-0.023696685,0.047789309,-17.54251099,11.04285717,1.442857146,1.369050622,0.990936577
100,Mudflat,4,115,0.284000009,0.304199994,0.331200004,0.368800014,0.149702445,0.076672129,0.09598814,0.053714298,-0.042492934,0.047000013,-13.93213081,12.80000019,1.624798775,1.017833829,0.968860447
101,Mudflat,4,116,0.275599986,0.307799995,0.324400008,0.354000002,0.113441691,0.059996739,0.069809623,0.043632068,-0.026257534,0.037678201,-19.12835312,10.43571472,1.70714283,0.691963196,0.994655192
102,Mudflat,4,117,0.305200011,0.325199991,0.347200006,0.379200011,0.120713882,0.068177961,0.076661013,0.044052869,-0.032718644,0.03913895,-20.93882751,10.19285679,1.607142806,1.282378554,0.990868211
103,Mudflat,4,118,0.286799997,0.324400008,0.342799991,0.368800014,0.100588202,0.050996438,0.064050786,0.036537413,-0.027577912,0.03218887,-21.73509979,9.442856789,1.528571486,0.947753608,0.98952049
104,Mudflat,4,119,0.289799988,0.32280001,0.338,0.378800005,0.136737198,0.082704939,0.079817548,0.056919649,-0.023002405,0.050295863,-21.57879639,10.36428547,1.381428599,2.268418312,0.983610868
105,Dense_Mangrove,5,122,0.015900001,0.0348,0.0208,0.381599993,1.729473352,0.65025413,0.832853019,0.896620274,0.25179857,0.599734008,-6.525491714,33.00714111,0.520859659,6.444542408,0.982942164
106,Dense_Mangrove,5,123,0.020199999,0.031300001,0.020199999,0.360799998,1.73431015,0.639984965,0.840346873,0.893963277,0.215534016,0.579909205,-6.177264214,35.63571548,0.722824812,5.214020252,0.992107689
107,Dense_Mangrove,5,161,0,0.0306,0.0117,0.321200013,1.755746126,0.556094587,0.826037526,0.9297086,0.446808517,0.557389855,-8.323853493,28.00714302,0.51368016,6.632546902,0.970530391
108,Dense_Mangrove,5,162,0.0059,0.029300001,0.0124,0.354400009,1.779664755,0.617529154,0.847276509,0.932388246,0.405275762,0.591832042,-6.682144165,29.55714226,0.399600238,6.845306873,0.936482906
109,Dense_Mangrove,5,163,0.0004,0.033199999,0.0131,0.312400013,1.727378845,0.539085031,0.807870388,0.919508457,0.434125274,0.54385221,-7.699644089,25.45714378,0.541491032,7.098526478,0.94353497
110,Dense_Mangrove,5,165,0.0103,0.030300001,0.0221,0.249200001,1.620265007,0.435207546,0.78318423,0.837080717,0.156488568,0.441656947,-8.906725883,23.58571434,0.56087029,6.528717041,0.964795053
111,Dense_Mangrove,5,168,0.023600001,0.0438,0.020500001,0.364399999,1.678878188,0.656097353,0.785399318,0.893478811,0.362363905,0.582947195,-7.569484234,33.70000076,0.491121829,6.71630621,0.954536676
112,Dense_Mangrove,5,170,0.015699999,0.037799999,0.0187,0.297800004,1.656564355,0.539949715,0.774731815,0.88183254,0.338053077,0.512737274,-6.884967804,30.70000076,0.502129316,6.38861227,0.974568963
113,Dense_Mangrove,5,172,0,0.0242,0.0106,0.27579999,1.764644265,0.49499774,0.838666677,0.925977647,0.390804619,0.505849421,-9.224927902,26.44285774,0.37752369,7.10685873,0.932194889
114,Dense_Mangrove,5,174,0.0055,0.024499999,0.0127,0.301200002,1.7686373,0.539797187,0.849554837,0.919082522,0.317204297,0.53169924,-7.795619011,27.55714226,0.534570813,6.032988071,0.974526763
115,Dense_Mangrove,5,176,0.0061,0.026799999,0.0138,0.25999999,1.712306619,0.474538356,0.813110173,0.899196506,0.320197046,0.477255106,-6.781242371,32.93571472,0.557437122,6.086725712,0.982846141
116,Dense_Mangrove,5,177,0.0108,0.024700001,0.0174,0.27700001,1.718054652,0.499077231,0.836261213,0.881793499,0.173396692,0.490181267,-8.8986063,22.40714264,1.03202796,3.616161823,0.989979982
117,Dense_Mangrove,5,178,0.0095,0.032099999,0.0147,0.307599992,1.719790339,0.552829266,0.811009705,0.908780634,0.37179485,0.534294069,-6.636756897,32.75,0.534638226,6.451136589,0.965957582
118,Dense_Mangrove,5,179,0.0077,0.0273,0.0144,0.284000009,1.728091717,0.513465166,0.824606478,0.903485239,0.309352517,0.506513059,-9.972619057,23.19285774,0.492221415,6.903700352,0.918069124
119,Dense_Mangrove,5,180,0.0018,0.0228,0.0082,0.261200011,1.778560638,0.487701446,0.83943665,0.939123988,0.47096774,0.493241489,-9.414665222,24.40714264,0.675638199,6.183588505,0.96263355
120,Dense_Mangrove,5,182,0.005,0.0274,0.0133,0.245800003,1.696751237,0.451246023,0.799414337,0.89733696,0.346437365,0.459425628,-8.809415817,22.75714302,0.477911383,6.985799789,0.926543713
121,Dense_Mangrove,5,183,0.0072,0.024,0.0103,0.273200005,1.765829444,0.513075709,0.838492572,0.927336872,0.399416894,0.503318429,-7.387597084,28.8571434,0.377305776,7.346306801,0.946557105
122,Dense_Mangrove,5,187,0.0154,0.0296,0.015699999,0.292199999,1.714053631,0.543905914,0.816034794,0.898018837,0.306843281,0.513368011,-8.57950592,27.64999962,0.337926954,7.138957024,0.889634371
123,Dense_Mangrove,5,188,0.0079,0.0252,0.0131,0.300000012,1.761339068,0.543638945,0.845018446,0.916320682,0.31592688,0.529270709,-7.487081051,29.26428604,0.378394544,7.119948387,0.945992589
124,Dense_Mangrove,5,189,0.0014,0.0221,0.0114,0.270599991,1.768141031,0.487768143,0.848992169,0.919148922,0.319402963,0.497186691,-8.948293686,24.49285698,0.482017517,6.901736259,0.937969983
125,Dense_Mangrove,5,192,0.0039,0.023499999,0.0101,0.266799986,1.765148044,0.494357347,0.838098526,0.927049458,0.398809522,0.495623618,-7.316030979,29.72857094,0.607374191,5.726449013,0.979150772
126,Dense_Mangrove,5,193,0.0056,0.022399999,0.0137,0.26879999,1.749162674,0.487203956,0.846153855,0.903008819,0.24099721,0.489009559,-9.290555,24.72142792,0.404894322,6.846967697,0.933444798
127,Dense_Mangrove,5,194,0.0114,0.029300001,0.0149,0.300599992,1.727917194,0.54752779,0.82237041,0.905546725,0.325791866,0.525505841,-6.773594856,30.44285774,0.46588853,7.188053131,0.959979832
128,Dense_Mangrove,5,195,0.021199999,0.0296,0.0146,0.282000005,1.711563706,0.552205503,0.810012817,0.901550889,0.339366496,0.503514946,-9.348837852,19.48571396,0.786063373,5.373360634,0.977247715
129,Dense_Mangrove,5,196,0.0131,0.030999999,0.0152,0.311199993,1.725682139,0.56741941,0.818819404,0.906862736,0.341991335,0.537270069,-9.075760841,22.54999924,0.8332268,4.536586761,0.982084215
130,Dense_Mangrove,5,197,0.0046,0.024900001,0.0113,0.299800009,1.773982167,0.541032195,0.846627653,0.927354574,0.375690609,0.533534706,-9.036142349,22.87142944,0.440066755,7.033884525,0.919423819
131,Dense_Mangrove,5,198,0.0066,0.0252,0.0127,0.265399992,1.735231638,0.488932729,0.826565742,0.908665955,0.329815298,0.487148166,-7.897598743,23.29999924,0.515271425,6.151271343,0.956048965
132,Dense_Mangrove,5,199,0,0.0208,0.0084,0.273200005,1.798844337,0.500151098,0.858503401,0.940340936,0.424657553,0.508188367,-7.925462723,30.02142906,0.487881243,6.906997681,0.961258829
133,Dense_Mangrove,5,202,0.0108,0.032499999,0.0136,0.367599994,1.766186953,0.646835268,0.837540627,0.928646386,0.4099783,0.602587402,-7.922480583,26.35000038,0.312963635,7.361181259,0.923814476
